,E,S,bp,max_rate,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms,max_rate_Dem,max_rate_Aem
0,0.19364191662423452,1.0348784891140612,0,45135.69771482738,1.855311572643616,-0.32291318988894424,7.7258349321386115,-0.022198217793423868,9.258233314893284,11,0.0198300125,0.0193951375,0.434875,,
1,0.5846943051701262,0.7371378937435263,0,82442.46670919948,10.685613350127563,6.517031764223015,7.589942364440946,-0.03320097915099217,24.792587478791525,27,0.082132575,0.08148215,0.6504249999999999,,43138.77012979393
2,0.3745780775460709,0.4771484918858838,0,97590.25426017997,6.303633819277569,18.44053131837465,10.524990697602384,-0.038459895823984395,35.2691558352546,38,0.165182425,0.164428975,0.7534500000000001,36161.735975024116,
3,0.42016041458109293,0.6099613358053121,0,267765.9967667347,13.315889677045634,20.265643985121198,18.37650497731942,-0.050482282132225054,51.95803863948625,56,0.16583708749999998,0.1648481125,0.988975,56660.75474331117,47560.99024692328
4,0.5848528863916614,0.8398728317745817,0,47617.62757398976,5.315566784091592,1.732823910004218,3.7731577614719725,-0.018366648438738316,10.821548455567783,12,0.166036875,0.1656770625,0.3598125,,
5,0.6981152607020625,0.7110836737770669,0,48940.53899087304,6.41922240645882,3.7359982793903064,2.7758529167812167,-0.018148430833525582,12.931073602630343,14,0.1663451625,0.165989625,0.35553749999999995,,
6,-0.04347218428483593,1.0325591851219378,0,56716.73710900644,-0.4468082344927522,-0.3240919761814391,10.724834099611494,-0.022279251816412222,9.953933888937303,12,0.36432791249999996,0.36389145,0.4364625,51011.61031298163,
7,-0.02521409860885367,1.0357801696186513,0,45020.53633067498,-0.21518971710608858,-0.29481723628751183,8.749689420796743,-0.020266800568339245,8.239682467403142,10,0.3643911125,0.363994075,0.3970375,,
8,0.37104544287259383,1.0288841981806842,0,56285.99330515306,3.9787968121744868,-0.30103603011405944,6.7444094381733715,-0.020694302894340794,10.422170220233799,12,0.3651381875,0.364732775,0.40541249999999995,,
9,0.453020288060784,0.6476852504895947,0,193462.69593127104,13.655739524241596,16.396999761588813,16.488030819238777,-0.041452412105995255,46.540770105069186,50,0.3849459,0.384133825,0.812075,79741.27351493321,94486.89755121895
10,0.07672338864524463,1.0266092218932867,0,201822.73170912787,1.5421244507304839,-0.5209771323735715,18.557671425869735,-0.03581384784498673,19.57881874422665,23,0.5982924,0.5975907874999999,0.7016125,182435.91586969123,
11,0.2293880544934353,1.0311233591155342,0,48367.16584222354,2.0166256203020505,-0.2653568607569712,6.774702353403586,-0.018241588056803534,8.525971112948664,10,0.6003449125,0.5999875499999999,0.35736249999999997,,
12,0.58487686749013,0.5743941431214873,0,46099.152398198625,5.311472927644904,6.72896268876266,3.769879443902834,-0.018632082718763158,15.810315060310398,17,0.7116456875,0.7112806749999999,0.36501249999999996,,
13,0.30715825904034777,0.47653005108539764,0,52102.435979203095,2.9961760200707612,10.7153555965989,6.758326526700052,-0.019567483330581482,20.469858143369713,22,0.7125275875,0.7121442499999999,0.3833375,,
14,0.6259343943686446,0.5997998209348415,0,58856.55979297695,6.3209694936810905,6.737919608229254,3.7774841949947064,-0.018016351756686297,16.83637329690505,18,0.7127825,0.71242955,0.35295,,
15,0.3051421053033806,0.5576858737268432,0,53107.924346045475,2.9525213393075265,7.674181612398057,6.723368313390678,-0.02239793156661564,17.35007126509626,19,0.7718291374999999,0.77139035,0.4387875,,
16,0.3492764981285785,0.36005878892555504,0,45306.09266652337,3.0865069269841077,15.705962433386265,5.750351388767435,-0.020213203261795765,24.54282074913781,26,0.850594175,0.8501981875,0.3959875,,
17,0.3062092419616866,0.33037309104972007,0,46592.358630335155,2.97553944081907,19.69589170009999,6.741800969146004,-0.020905501804649028,29.41323211006506,31,0.85069385,0.8502843,0.40955,,
18,0.3376775570076836,0.912292813515665,0,70941.81473750038,5.409109668786212,1.5400134560357488,10.609454658434185,-0.031621134734305834,17.558577783256144,20,0.9548969625,0.9542774875,0.619475,33831.88805979054,
19,0.7306240994439169,0.443263517327719,0,94098.49724799949,17.710905080944375,30.446295304891493,6.529884532242853,-0.03806365859346653,54.687084918078725,57,1.136230925,1.1354852375,0.7456875,,57299.59246169652
20,0.8084384296392676,0.4222209217177007,0,53563.34028472888,7.530002913603457,12.745892658821798,1.7842536055521345,-0.017468255490961922,22.06014917797739,23,1.1363318624999998,1.13598965,0.34221250000000003,,
21,0.7287520431826586,0.4640635894488662,0,45567.492025752064,7.385733479804789,11.704412375820542,2.749035333397132,-0.020319759811709585,21.83918118902246,23,1.13643875,1.136040675,0.39807499999999996,,
22,0.6914851376693588,0.4645410338816419,0,66873.20682129513,8.137739894688606,13.565102112324045,3.6307558420625075,-0.029896449977317482,25.333597849075158,27,1.1376281875,1.1370425,0.5856874999999999,,
23,0.42707820518689477,0.6044841207790519,0,115692.24346110999,5.099742715371094,7.813037068584852,6.8412616567423985,-0.012852506496491434,19.754041440698344,21,1.14439645,1.1441446625,0.2517875,,
24,0.4145702865542038,1.0344325157408378,0,54536.55230029892,4.053214820351551,-0.32543783454688596,5.723691416804944,-0.022371770976517033,9.45146840260961,11,1.1898313375,1.1893930625,0.43827499999999997,,
25,0.13366994435570914,0.9291505586738413,0,159444.36742325153,2.7184460250264144,1.5507339140501706,17.618556718031193,-0.03088417176933301,21.887736657107776,25,1.2534351875,1.2528301499999999,0.6050375,97922.06432286647,
26,0.3068305203554542,0.6741498718281946,0,101495.71617819017,5.9780629065824105,9.41723404597967,13.505210464192436,-0.04006143438855737,28.900507416754515,32,1.3914825499999999,1.3906977249999999,0.784825,59143.53395311535,
