,0,1,2,3,4,5,6,7
mean,3.225343568915854,3.7574789450620574,3.3508319325850904,3.3802962209171477,3.300724040075794,3.206645348848055,3.246774534547766,3.2926363584189113
std,0.3330082780701205,0.26704802598851624,0.3357796445190442,0.24945847988012668,0.32650480976925467,0.19952725638312907,0.14574829276208123,0.22250147738741552
