,E,S,bg_a,bg_aa,bg_d,bp,i_end,i_start,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms
0,0.17040689551938956,0.6287040578378554,1.7596783295672846,1.976126250833848,3.0152761271241983,0,165,73,9.240321670432715,32.02387374916615,44.984723872875804,-0.1405907187321111,86.24891929247467,93,0.017965725,0.01606355,1.902175
1,0.20093826913557464,0.5093359623322529,1.6746280968470606,1.880614477634202,2.869539300103824,0,300,223,7.32537190315294,35.119385522365796,29.130460699896176,-0.13379557149096166,71.57521812541492,78,0.03244845,0.030638212499999998,1.8102375
2,0.1822606023989529,0.9631962318861551,1.218791227529422,1.3687077339863365,2.088445388323652,0,2007,1959,7.781208772470578,1.6312922660136635,34.91155461167635,-0.09737616914614704,44.324055650160595,49,0.3909935625,0.38967607499999996,1.3174875
3,0.17612002607843655,0.8365307017506646,1.0462508437879585,1.1749441489541244,1.7927908409448607,0,2163,2105,7.953749156212042,8.825055851045876,37.20720915905514,0.9164090642984745,53.986014166313055,59,0.4135526,0.41242162499999996,1.130975
4,0.2101124899601393,0.7627949787134986,0.8965601214815953,1.00684083092973,1.5362900624569276,0,2219,2166,8.103439878518405,11.99315916907027,30.463709937543072,-0.0716312917808349,50.56030898513174,54,0.4148894125,0.41392025,0.9691624999999999
5,0.2039586267121309,0.971393961910486,1.2950762561161409,1.4543761456516069,2.2191627027836667,0,4487,4428,10.704923743883858,1.5456238543483931,41.78083729721634,0.896528985666924,54.03138489544859,60,0.8363752249999999,0.834975275,1.3999499999999998
6,0.09395818875248046,0.9692927921460497,0.8288205887453516,0.9307690474622212,1.4202157820102443,0,4880,4843,3.1711794112546485,1.0692309525377788,30.579784217989754,-0.0662191949027039,34.82019458178218,38,0.9207504999999999,0.9198545625,0.8959374999999999
7,0.1791807058594978,0.7312901166837004,1.733787442951298,1.9470506750086942,2.9709111025560655,0,16520,16436,10.266212557048702,21.052949324991307,47.029088897443934,-0.13852214841628058,78.34825077948395,85,3.5837705874999997,3.5818963999999998,1.8741875
8,0.2573156241409143,0.7029764016654967,1.7623032653697988,1.9790740649081269,3.0197740550281584,0,21672,21582,15.237696734630202,25.020925935091874,43.98022594497184,-0.14080043979584203,84.23884861469392,91,4.8375009625,4.83559595,1.9050125
9,0.1624454809513855,0.8181602627687552,0.8527456644079136,0.9576370092229375,1.4612123143155,0,21715,21674,5.147254335592087,7.042362990777063,26.5387876856845,-0.06813070539107076,38.72840501205365,42,4.8386523125,4.837730512499999,0.9218
10,0.12815083861000867,0.45961099740296857,1.8906822842222701,2.123244249280998,3.2397564144544257,0,28314,28221,5.109317715777729,46.876755750719,34.760243585545574,-0.15105737041055872,86.7463170520423,94,6.0935909,6.0915471125,2.0437874999999996
11,0.16867106094825415,0.49545815431810775,1.6887472449301868,1.8964703410028991,2.893733000415432,0,29797,29716,6.311252755069813,38.103529658997104,31.10626699958457,-0.13492363060468612,75.5210494136515,82,6.3689243875,6.3670988875,1.8255
12,0.17256260877043952,0.5315681184637527,2.8217019153580147,3.1687832561638145,4.835094164813558,0,30680,30472,18.178298084641984,92.83121674383618,87.16490583518645,-0.22544182857869824,198.1744206636646,209,6.51469965,6.511649449999999,3.0502
13,0.19842061297993,0.6598634970456293,2.5428689770054973,2.8556526800709428,4.357303259314946,0,30881,30716,20.457131022994503,53.144347319929054,82.64269674068505,-0.20316427787498145,156.2441750836086,166,6.522596474999999,6.5198476874999995,2.7487874999999997
14,0.0960328429816398,0.963975822735211,0.604244032707354,0.6785686195478328,1.03539526296705,0,30993,30955,3.395755967292646,1.3214313804521671,31.96460473703295,-0.04827649543698486,36.68179208477776,39,6.5423499624999994,6.541696787499999,0.653175
15,0.2526033436330306,0.4521737681316336,1.9457018637304724,2.1850314711550864,3.334034568494255,0,32683,32571,12.054298136269528,57.814968528844915,35.66596543150575,-0.15545319781686587,105.53523209662019,113,6.886606275,6.8845030125,2.1032625
16,0.21740055171451614,0.5558237139318715,1.483065601232753,1.6654889800372832,2.541289636416601,0,32782,32681,11.516934398767248,42.33451101996272,41.4587103635834,0.8815094467547056,95.31015578231336,102,6.8881561,6.886552937499999,1.6031625
17,0.23627499216369222,0.6819197933922855,0.8714439956531348,0.9786353147652662,1.4932526201335756,0,32926,32866,9.128556004346866,18.021364685234733,29.506747379866425,0.9303753784853481,56.65666806944802,61,6.893532175,6.8925901624999995,0.9420124999999999
18,0.3130039299366088,0.560357480144929,1.5122752392818744,1.6982915278418116,2.591341468510886,0,35102,35026,12.487724760718125,31.30170847215819,27.408658531489113,-0.12082427750513727,71.19809176436543,77,7.3154552,7.3138204625,1.6347375
19,0.22739627995176226,0.5393887266918976,2.117802830905876,2.378301589514071,3.6289361587789912,0,35651,35547,11.882197169094123,44.621698410485926,40.37106384122101,-0.1692033237706425,96.87495942080105,105,7.4113819375,7.4090926375,2.2893
20,0.22481848012578667,0.4940221635237527,1.748230371662047,1.9632701453997692,2.9956596133580295,0,35864,35793,7.251769628337953,33.03672985460023,25.00434038664197,-0.13967607620746963,65.29283986958015,72,7.4392152875,7.4373254875,1.8898
21,0.1757897948134889,0.5799505418311063,0.947971859710571,1.0645764316973203,1.6243860424613579,0,39186,39124,6.052028140289429,24.93542356830268,28.375613957538643,-0.07573886820967929,59.36306566613075,63,8.1289546875,8.12792995,1.0247374999999999
22,0.029261015130160113,1.029576951517599,0.9328929333384198,1.0476427332265743,1.598547725339051,0,39472,39433,1.0671070666615803,-1.0476427332265743,35.40145227466095,0.925465873055101,35.42091660809595,40,8.1756492125,8.174640775,1.0084375
